InvoiceNo,StockCode,Description,Category,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
INV-500488,PROD-107,Bamboo Cutting Board Set,Home & Kitchen,1,2025-11-03 19:11:04,24.0,CUST-10746,United Kingdom
INV-503540,PROD-104,Organic Lavender Candle,Home Decor,5,2025-03-17 10:05:27,12.0,CUST-11078,United Kingdom
INV-502867,PROD-106,Leather Executive Notebook,Stationery,1,2025-09-02 13:01:28,22.5,CUST-10459,Germany
INV-502427,PROD-107,Bamboo Cutting Board Set,Home & Kitchen,3,2025-05-02 06:55:46,24.0,CUST-10660,United Kingdom
INV-501877,PROD-108,Aroma Essential Oil Diffuser,Health & Wellness,4,2025-07-04 06:49:16,34.5,CUST-10312,United Kingdom
INV-500864,PROD-111,Ceramic Pour-Over Coffee Dripper,Kitchen,2,2025-02-01 06:02:55,19.99,CUST-10268,United Kingdom
INV-502180,PROD-105,Noise-Cancelling Headphones,Electronics,4,2025-09-07 00:13:55,89.99,CUST-10154,France
INV-503028,PROD-105,Noise-Cancelling Headphones,Electronics,1,2025-02-26 14:20:45,89.99,CUST-10479,United Kingdom
INV-503098,PROD-112,Minimalist Cotton Tote Bag,Fashion Accessories,20,2025-11-06 09:55:47,9.99,CUST-11128,France
INV-503328,PROD-106,Leather Executive Notebook,Stationery,2,2025-05-24 12:01:25,22.5,CUST-11097,Germany
INV-503634,PROD-107,Bamboo Cutting Board Set,Home & Kitchen,4,2025-11-14 12:28:04,24.0,CUST-11098,United Kingdom
C500655,PROD-105,Noise-Cancelling Headphones,Electronics,-1,2025-03-25 04:28:24,89.99,CUST-11120,Germany
INV-501379,PROD-105,Noise-Cancelling Headphones,Electronics,1,2025-02-25 04:08:47,89.99,CUST-11132,United Kingdom
INV-500235,PROD-112,Minimalist Cotton Tote Bag,Fashion Accessories,1,2025-10-06 01:15:21,9.99,CUST-10027,United Kingdom
INV-500988,PROD-104,Organic Lavender Candle,Home Decor,3,2025-09-30 12:14:46,12.0,CUST-11125,United Kingdom
INV-501382,PROD-101,Vintage Ceramic Teapot,Home & Kitchen,1,2025-06-15 03:58:00,14.5,CUST-10861,United Kingdom
INV-500814,PROD-107,Bamboo Cutting Board Set,Home & Kitchen,1,2025-06-07 17:34:26,24.0,CUST-10118,United Kingdom
INV-502966,PROD-107,Bamboo Cutting Board Set,Home & Kitchen,1,2025-09-06 08:32:33,24.0,CUST-11050,United Kingdom
INV-501689,PROD-106,Leather Executive Notebook,Stationery,3,2025-07-05 14:18:48,22.5,CUST-10149,France
INV-503800,PROD-110,Smart LED Desk Lamp,Electronics,3,2025-03-19 13:46:45,45.0,CUST-10681,United Kingdom
INV-502486,PROD-102,Wireless Ergonomic Mouse,Electronics,2,2025-01-22 19:09:55,28.99,CUST-11165,France
INV-501665,PROD-102,Wireless Ergonomic Mouse,Electronics,2,2025-04-18 07:47:57,28.99,CUST-11177,United Kingdom
INV-502635,PROD-106,Leather Executive Notebook,Stationery,6,2025-09-30 18:31:24,22.5,CUST-10761,Germany
INV-503986,PROD-112,Minimalist Cotton Tote Bag,Fashion Accessories,10,2025-09-09 10:22:25,9.99,CUST-10182,United States
INV-501823,PROD-109,Insulated Lunch Cooler Bag,Travel & Outdoors,1,2025-01-15 08:37:16,16.75,CUST-11094,United Kingdom
INV-504088,PROD-105,Noise-Cancelling Headphones,Electronics,2,2025-10-31 13:41:13,89.99,CUST-10182,United States
INV-500610,PROD-107,Bamboo Cutting Board Set,Home & Kitchen,3,2025-06-09 05:33:22,24.0,CUST-10172,United Kingdom
INV-501335,PROD-102,Wireless Ergonomic Mouse,Electronics,1,2025-07-24 17:13:40,28.99,CUST-10541,France
INV-503868,PROD-106,Leather Executive Notebook,Stationery,3,2025-04-23 13:27:20,22.5,CUST-10354,United States
INV-504325,PROD-111,Ceramic Pour-Over Coffee Dripper,Kitchen,3,2025-06-17 10:56:38,19.99,CUST-10153,Spain
INV-503692,PROD-106,Leather Executive Notebook,Stationery,2,2025-12-19 16:31:56,22.5,CUST-10600,United Kingdom
INV-504435,PROD-110,Smart LED Desk Lamp,Electronics,2,2025-09-10 19:51:06,45.0,CUST-10384,United Kingdom
INV-503566,PROD-106,Leather Executive Notebook,Stationery,2,2025-07-05 21:55:24,22.5,CUST-10732,United Kingdom
INV-502211,PROD-106,Leather Executive Notebook,Stationery,1,2025-12-13 14:59:25,22.5,CUST-10919,United Kingdom
INV-502163,PROD-104,Organic Lavender Candle,Home Decor,4,2025-08-15 05:28:11,12.0,CUST-11048,United Kingdom
INV-500070,PROD-105,Noise-Cancelling Headphones,Electronics,4,2025-01-16 19:12:58,89.99,CUST-11121,United Kingdom
INV-501749,PROD-104,Organic Lavender Candle,Home Decor,2,2025-06-05 05:20:01,12.0,CUST-10553,United States
INV-500341,PROD-106,Leather Executive Notebook,Stationery,1,2025-12-20 02:03:41,22.5,CUST-11092,United Kingdom
INV-502826,PROD-109,Insulated Lunch Cooler Bag,Travel & Outdoors,1,2025-04-21 03:45:54,16.75,CUST-10360,United Kingdom
INV-503831,PROD-105,Noise-Cancelling Headphones,Electronics,2,2025-01-01 16:20:28,89.99,CUST-10775,United States
INV-502379,PROD-105,Noise-Cancelling Headphones,Electronics,4,2025-02-10 16:00:20,89.99,CUST-10873,United Kingdom
INV-503869,PROD-103,Stainless Steel Water Bottle,Sports & Outdoors,1,2025-02-17 19:45:24,18.25,CUST-11086,United Kingdom
INV-504202,PROD-111,Ceramic Pour-Over Coffee Dripper,Kitchen,2,2025-04-18 20:47:32,19.99,CUST-10717,Germany
INV-503273,PROD-107,Bamboo Cutting Board Set,Home & Kitchen,2,2025-06-10 16:44:05,24.0,CUST-10659,United Kingdom
INV-502439,PROD-105,Noise-Cancelling Headphones,Electronics,1,2025-06-10 12:39:22,89.99,CUST-10494,United Kingdom
C504325,PROD-102,Wireless Ergonomic Mouse,Electronics,-1,2025-12-25 07:50:34,28.99,CUST-10423,United Kingdom
INV-502067,PROD-109,Insulated Lunch Cooler Bag,Travel & Outdoors,2,2025-05-08 23:42:02,16.75,CUST-10840,Netherlands
INV-503539,PROD-105,Noise-Cancelling Headphones,Electronics,10,2025-07-29 04:15:29,89.99,CUST-10254,United Kingdom
INV-500471,PROD-107,Bamboo Cutting Board Set,Home & Kitchen,3,2025-05-31 04:21:38,24.0,CUST-10260,United Kingdom
INV-503765,PROD-112,Minimalist Cotton Tote Bag,Fashion Accessories,2,2025-09-12 13:13:29,9.99,CUST-11152,United Kingdom
INV-504169,PROD-107,Bamboo Cutting Board Set,Home & Kitchen,2,2025-08-06 04:35:48,24.0,CUST-10522,United Kingdom
INV-500653,PROD-110,Smart LED Desk Lamp,Electronics,2,2025-01-30 11:02:37,45.0,CUST-10421,France
INV-500461,PROD-112,Minimalist Cotton Tote Bag,Fashion Accessories,3,2025-02-14 18:07:14,9.99,CUST-10579,United Kingdom
INV-501173,PROD-108,Aroma Essential Oil Diffuser,Health & Wellness,1,2025-03-21 05:05:40,34.5,CUST-10415,United Kingdom
INV-501667,PROD-104,Organic Lavender Candle,Home Decor,3,2025-02-08 19:16:36,12.0,CUST-11028,United Kingdom
INV-503745,PROD-107,Bamboo Cutting Board Set,Home & Kitchen,1,2025-08-28 23:31:35,24.0,CUST-10917,Netherlands
INV-503321,PROD-103,Stainless Steel Water Bottle,Sports & Outdoors,4,2025-02-14 07:44:25,18.25,CUST-10205,France
INV-500639,PROD-109,Insulated Lunch Cooler Bag,Travel & Outdoors,6,2025-03-19 16:36:07,16.75,CUST-10468,United Kingdom
INV-504369,PROD-108,Aroma Essential Oil Diffuser,Health & Wellness,2,2025-12-03 03:49:03,34.5,CUST-10081,United States
INV-500481,PROD-112,Minimalist Cotton Tote Bag,Fashion Accessories,1,2025-12-15 19:56:02,9.99,CUST-11090,United Kingdom
INV-500081,PROD-110,Smart LED Desk Lamp,Electronics,3,2025-10-15 21:44:14,45.0,CUST-10756,United Kingdom
INV-503303,PROD-109,Insulated Lunch Cooler Bag,Travel & Outdoors,5,2025-10-07 13:52:14,16.75,CUST-10266,United Kingdom
INV-504126,PROD-102,Wireless Ergonomic Mouse,Electronics,6,2025-04-26 15:49:32,28.99,CUST-10750,United Kingdom
INV-502793,PROD-104,Organic Lavender Candle,Home Decor,5,2025-09-26 07:05:30,12.0,CUST-10474,United Kingdom
INV-501107,PROD-101,Vintage Ceramic Teapot,Home & Kitchen,2,2025-12-01 16:28:56,14.5,CUST-10152,United Kingdom
INV-503785,PROD-108,Aroma Essential Oil Diffuser,Health & Wellness,5,2025-11-08 16:23:23,34.5,,United Kingdom
INV-500250,PROD-104,Organic Lavender Candle,Home Decor,1,2025-02-22 09:08:28,12.0,CUST-10486,United Kingdom
INV-502434,PROD-104,Organic Lavender Candle,Home Decor,1,2025-03-09 18:39:46,12.0,CUST-10570,France
INV-501620,PROD-107,Bamboo Cutting Board Set,Home & Kitchen,2,2025-07-01 11:17:33,24.0,CUST-10628,United Kingdom
C501718,PROD-106,Leather Executive Notebook,Stationery,-1,2025-02-03 13:03:52,22.5,CUST-10760,United Kingdom
INV-500265,PROD-103,Stainless Steel Water Bottle,Sports & Outdoors,1,2025-10-11 09:23:03,18.25,CUST-11071,United Kingdom
INV-500021,PROD-108,Aroma Essential Oil Diffuser,Health & Wellness,2,2025-11-02 14:52:15,34.5,CUST-11047,Spain
INV-502123,PROD-102,Wireless Ergonomic Mouse,Electronics,3,2025-09-06 19:57:08,28.99,CUST-10708,Netherlands
INV-501510,PROD-101,Vintage Ceramic Teapot,Home & Kitchen,1,2025-04-21 16:48:47,14.5,CUST-11056,Spain
INV-503852,PROD-112,Minimalist Cotton Tote Bag,Fashion Accessories,1,2025-04-04 07:05:51,9.99,CUST-10837,Germany
INV-502938,PROD-112,Minimalist Cotton Tote Bag,Fashion Accessories,4,2025-06-28 12:05:43,9.99,CUST-10174,United Kingdom
C503422,PROD-112,Minimalist Cotton Tote Bag,Fashion Accessories,-1,2025-02-16 05:25:04,9.99,CUST-10564,United Kingdom
INV-500239,PROD-102,Wireless Ergonomic Mouse,Electronics,5,2025-10-09 04:32:51,28.99,CUST-10684,United States
INV-500050,PROD-109,Insulated Lunch Cooler Bag,Travel & Outdoors,2,2025-12-06 14:09:35,16.75,CUST-10966,Germany
INV-503007,PROD-105,Noise-Cancelling Headphones,Electronics,2,2025-12-28 23:59:06,89.99,CUST-10722,United Kingdom
INV-500475,PROD-105,Noise-Cancelling Headphones,Electronics,1,2025-04-02 08:03:56,89.99,CUST-11021,United Kingdom
INV-502004,PROD-106,Leather Executive Notebook,Stationery,1,2025-07-31 22:31:23,22.5,CUST-11026,Germany
INV-500156,PROD-103,Stainless Steel Water Bottle,Sports & Outdoors,1,2025-03-16 14:55:56,18.25,CUST-11072,Spain
INV-502783,PROD-101,Vintage Ceramic Teapot,Home & Kitchen,1,2025-07-21 02:35:05,14.5,CUST-11037,United Kingdom
INV-502019,PROD-108,Aroma Essential Oil Diffuser,Health & Wellness,1,2025-10-24 20:39:09,34.5,CUST-10792,United Kingdom
INV-501686,PROD-107,Bamboo Cutting Board Set,Home & Kitchen,6,2025-11-04 18:27:16,24.0,CUST-10246,Australia
INV-504170,PROD-112,Minimalist Cotton Tote Bag,Fashion Accessories,1,2025-07-30 01:02:27,9.99,CUST-10431,Australia
INV-503858,PROD-108,Aroma Essential Oil Diffuser,Health & Wellness,2,2025-12-04 12:30:24,34.5,CUST-10566,Germany
INV-502414,PROD-109,Insulated Lunch Cooler Bag,Travel & Outdoors,3,2025-05-14 14:03:43,16.75,CUST-10480,United Kingdom
INV-502803,PROD-102,Wireless Ergonomic Mouse,Electronics,1,2025-11-26 06:27:25,28.99,CUST-10257,United Kingdom
INV-503249,PROD-105,Noise-Cancelling Headphones,Electronics,2,2025-03-07 00:51:43,89.99,CUST-10534,United Kingdom
INV-502155,PROD-102,Wireless Ergonomic Mouse,Electronics,1,2025-10-07 18:13:29,28.99,CUST-10107,United Kingdom
INV-501826,PROD-108,Aroma Essential Oil Diffuser,Health & Wellness,3,2025-01-28 18:53:53,34.5,CUST-10175,Germany
INV-503757,PROD-104,Organic Lavender Candle,Home Decor,2,2025-04-27 08:12:57,12.0,CUST-10468,United Kingdom
INV-500092,PROD-111,Ceramic Pour-Over Coffee Dripper,Kitchen,1,2025-11-13 16:35:46,19.99,CUST-10526,United Kingdom
INV-504276,PROD-104,Organic Lavender Candle,Home Decor,2,2025-11-21 02:21:27,12.0,CUST-10818,France
INV-500670,PROD-110,Smart LED Desk Lamp,Electronics,1,2025-04-24 13:44:09,45.0,CUST-10151,United Kingdom
INV-502143,PROD-108,Aroma Essential Oil Diffuser,Health & Wellness,3,2025-03-16 12:39:27,34.5,CUST-10823,United Kingdom
INV-500231,PROD-107,Bamboo Cutting Board Set,Home & Kitchen,3,2025-07-21 18:00:49,24.0,CUST-11061,France
INV-503989,PROD-101,Vintage Ceramic Teapot,Home & Kitchen,1,2025-02-28 20:00:53,14.5,CUST-10280,United Kingdom
INV-501602,PROD-107,Bamboo Cutting Board Set,Home & Kitchen,3,2025-01-15 01:33:35,24.0,CUST-10947,Spain
INV-502951,PROD-110,Smart LED Desk Lamp,Electronics,2,2025-08-19 21:06:44,45.0,CUST-10430,United Kingdom
INV-501772,PROD-103,Stainless Steel Water Bottle,Sports & Outdoors,1,2025-04-15 03:01:19,18.25,CUST-10319,Germany
INV-502066,PROD-105,Noise-Cancelling Headphones,Electronics,1,2025-06-14 14:26:36,89.99,CUST-11194,France
INV-501310,PROD-108,Aroma Essential Oil Diffuser,Health & Wellness,6,2025-07-18 03:37:58,34.5,CUST-10070,United Kingdom
INV-500158,PROD-106,Leather Executive Notebook,Stationery,2,2025-12-20 15:12:55,22.5,CUST-11111,United Kingdom
INV-503778,PROD-108,Aroma Essential Oil Diffuser,Health & Wellness,2,2025-02-04 01:16:30,34.5,CUST-10056,Spain
C501586,PROD-105,Noise-Cancelling Headphones,Electronics,-4,2025-06-11 15:01:40,89.99,CUST-10166,United Kingdom
INV-500377,PROD-110,Smart LED Desk Lamp,Electronics,1,2025-09-02 03:01:50,45.0,CUST-10630,United Kingdom
INV-503295,PROD-109,Insulated Lunch Cooler Bag,Travel & Outdoors,4,2025-10-14 08:52:56,16.75,CUST-10796,United Kingdom
INV-500713,PROD-111,Ceramic Pour-Over Coffee Dripper,Kitchen,2,2025-01-19 05:59:34,19.99,CUST-10921,France
INV-504187,PROD-106,Leather Executive Notebook,Stationery,1,2025-10-07 11:17:32,22.5,CUST-10319,United Kingdom
INV-502223,PROD-111,Ceramic Pour-Over Coffee Dripper,Kitchen,1,2025-12-06 09:17:10,19.99,CUST-10531,United Kingdom
INV-504071,PROD-109,Insulated Lunch Cooler Bag,Travel & Outdoors,1,2025-12-14 20:28:55,16.75,CUST-10006,United Kingdom
INV-502782,PROD-104,Organic Lavender Candle,Home Decor,2,2025-07-01 15:27:07,12.0,CUST-10457,United Kingdom
INV-500737,PROD-102,Wireless Ergonomic Mouse,Electronics,6,2025-05-27 14:30:39,28.99,CUST-10237,United Kingdom
INV-502500,PROD-108,Aroma Essential Oil Diffuser,Health & Wellness,2,2025-06-25 14:58:33,34.5,CUST-10450,France
INV-503146,PROD-105,Noise-Cancelling Headphones,Electronics,2,2025-06-12 02:37:57,89.99,CUST-10895,Spain
INV-501863,PROD-102,Wireless Ergonomic Mouse,Electronics,4,2025-06-24 14:39:32,28.99,CUST-11137,United Kingdom
INV-500491,PROD-106,Leather Executive Notebook,Stationery,1,2025-02-16 18:14:56,22.5,CUST-10491,United States
INV-503004,PROD-103,Stainless Steel Water Bottle,Sports & Outdoors,3,2025-09-13 12:02:38,18.25,CUST-10448,Germany
C503613,PROD-101,Vintage Ceramic Teapot,Home & Kitchen,-3,2025-06-23 12:16:45,14.5,CUST-11181,Germany
INV-501529,PROD-112,Minimalist Cotton Tote Bag,Fashion Accessories,2,2025-04-13 19:59:56,9.99,CUST-11004,United Kingdom
INV-500945,PROD-106,Leather Executive Notebook,Stationery,1,2025-05-01 17:19:36,22.5,CUST-10638,United Kingdom
INV-503640,PROD-111,Ceramic Pour-Over Coffee Dripper,Kitchen,1,2025-12-16 22:45:37,19.99,CUST-10202,United Kingdom
INV-500701,PROD-108,Aroma Essential Oil Diffuser,Health & Wellness,2,2025-05-25 06:21:34,34.5,CUST-10581,United Kingdom
INV-503956,PROD-101,Vintage Ceramic Teapot,Home & Kitchen,2,2025-02-11 16:38:39,14.5,CUST-10859,Australia
INV-502484,PROD-103,Stainless Steel Water Bottle,Sports & Outdoors,1,2025-01-29 00:48:38,18.25,CUST-10119,United Kingdom
INV-502755,PROD-106,Leather Executive Notebook,Stationery,1,2025-09-30 07:07:09,22.5,CUST-10664,Netherlands
INV-503268,PROD-110,Smart LED Desk Lamp,Electronics,1,2025-01-14 04:38:19,45.0,CUST-10943,United Kingdom
INV-503102,PROD-103,Stainless Steel Water Bottle,Sports & Outdoors,2,2025-11-02 14:59:44,18.25,CUST-10623,United States
INV-501867,PROD-107,Bamboo Cutting Board Set,Home & Kitchen,3,2025-11-09 14:16:03,24.0,CUST-10912,Germany
INV-504125,PROD-106,Leather Executive Notebook,Stationery,2,2025-07-08 01:57:49,22.5,CUST-10179,Germany
INV-503805,PROD-109,Insulated Lunch Cooler Bag,Travel & Outdoors,1,2025-12-26 15:04:45,16.75,CUST-10630,United States
INV-503033,PROD-106,Leather Executive Notebook,Stationery,5,2025-10-22 19:27:43,22.5,CUST-10641,United Kingdom
INV-500389,PROD-107,Bamboo Cutting Board Set,Home & Kitchen,2,2025-07-02 05:18:19,24.0,CUST-10699,Germany
INV-501243,PROD-102,Wireless Ergonomic Mouse,Electronics,5,2025-12-18 16:06:17,28.99,CUST-10952,Netherlands
INV-503347,PROD-110,Smart LED Desk Lamp,Electronics,2,2025-02-05 04:20:22,45.0,CUST-10492,United Kingdom
INV-500011,PROD-104,Organic Lavender Candle,Home Decor,2,2025-02-06 07:18:01,12.0,CUST-10942,United Kingdom
INV-501516,PROD-105,Noise-Cancelling Headphones,Electronics,1,2025-01-14 10:57:13,89.99,CUST-10396,United Kingdom
INV-501620,PROD-102,Wireless Ergonomic Mouse,Electronics,10,2025-05-03 11:04:35,28.99,CUST-10789,United Kingdom
INV-501757,PROD-111,Ceramic Pour-Over Coffee Dripper,Kitchen,12,2025-03-24 22:31:07,19.99,CUST-11129,United Kingdom
INV-500048,PROD-110,Smart LED Desk Lamp,Electronics,1,2025-06-08 01:25:32,45.0,CUST-10333,United Kingdom
INV-501715,PROD-110,Smart LED Desk Lamp,Electronics,3,2025-11-25 16:06:56,45.0,CUST-10658,United Kingdom
INV-500260,PROD-110,Smart LED Desk Lamp,Electronics,1,2025-04-12 12:00:39,45.0,CUST-10000,United Kingdom
INV-500319,PROD-107,Bamboo Cutting Board Set,Home & Kitchen,2,2025-12-03 16:54:51,24.0,CUST-10451,France
INV-504281,PROD-104,Organic Lavender Candle,Home Decor,3,2025-03-24 10:59:10,12.0,CUST-10183,United Kingdom
INV-502276,PROD-109,Insulated Lunch Cooler Bag,Travel & Outdoors,12,2025-02-13 07:33:16,16.75,CUST-11111,United Kingdom
INV-501927,PROD-108,Aroma Essential Oil Diffuser,Health & Wellness,1,2025-03-09 22:38:49,34.5,CUST-10703,United Kingdom
INV-502832,PROD-110,Smart LED Desk Lamp,Electronics,3,2025-02-17 14:57:29,45.0,CUST-10580,United Kingdom
INV-504116,PROD-109,Insulated Lunch Cooler Bag,Travel & Outdoors,1,2025-02-26 13:09:18,16.75,CUST-10339,United Kingdom
INV-500015,PROD-108,Aroma Essential Oil Diffuser,Health & Wellness,1,2025-03-16 10:58:33,34.5,CUST-10917,France
INV-502527,PROD-105,Noise-Cancelling Headphones,Electronics,1,2025-01-22 10:50:28,89.99,CUST-10621,United Kingdom
INV-503866,PROD-109,Insulated Lunch Cooler Bag,Travel & Outdoors,3,2025-05-12 22:21:21,16.75,CUST-10171,United Kingdom
INV-504101,PROD-105,Noise-Cancelling Headphones,Electronics,6,2025-10-29 23:05:05,89.99,CUST-10377,United Kingdom
INV-502345,PROD-108,Aroma Essential Oil Diffuser,Health & Wellness,1,2025-09-24 10:47:57,34.5,CUST-10176,United States
INV-500940,PROD-104,Organic Lavender Candle,Home Decor,1,2025-10-14 06:20:25,12.0,CUST-10610,United Kingdom
INV-500258,PROD-105,Noise-Cancelling Headphones,Electronics,1,2025-04-30 18:27:31,89.99,CUST-10035,United Kingdom
INV-501063,PROD-111,Ceramic Pour-Over Coffee Dripper,Kitchen,2,2025-09-03 06:37:28,19.99,,Spain
INV-500275,PROD-104,Organic Lavender Candle,Home Decor,5,2025-02-25 03:47:49,12.0,CUST-10855,United Kingdom
INV-502791,PROD-102,Wireless Ergonomic Mouse,Electronics,1,2025-02-07 02:44:35,28.99,CUST-10929,France
INV-502566,PROD-104,Organic Lavender Candle,Home Decor,4,2025-09-02 22:19:49,12.0,CUST-11074,United Kingdom
INV-501930,PROD-111,Ceramic Pour-Over Coffee Dripper,Kitchen,2,2025-01-21 18:52:41,19.99,CUST-10152,United States
INV-503582,PROD-105,Noise-Cancelling Headphones,Electronics,1,2025-04-20 09:13:13,89.99,CUST-10748,United Kingdom
INV-501331,PROD-106,Leather Executive Notebook,Stationery,1,2025-04-04 04:35:52,22.5,CUST-10765,Australia
INV-501556,PROD-104,Organic Lavender Candle,Home Decor,1,2025-05-16 09:14:42,12.0,CUST-10820,United States
INV-500479,PROD-111,Ceramic Pour-Over Coffee Dripper,Kitchen,1,2025-08-19 10:03:23,19.99,CUST-10104,United Kingdom
INV-503046,PROD-110,Smart LED Desk Lamp,Electronics,10,2025-01-08 23:28:56,45.0,CUST-10366,United Kingdom
INV-503594,PROD-112,Minimalist Cotton Tote Bag,Fashion Accessories,3,2025-11-24 21:08:25,9.99,CUST-10832,France
INV-501488,PROD-104,Organic Lavender Candle,Home Decor,10,2025-10-17 19:05:40,12.0,CUST-11107,United Kingdom
INV-502824,PROD-106,Leather Executive Notebook,Stationery,1,2025-09-08 20:21:41,22.5,CUST-11023,United States
INV-502092,PROD-107,Bamboo Cutting Board Set,Home & Kitchen,2,2025-12-27 21:10:32,24.0,CUST-11068,United Kingdom
INV-500829,PROD-107,Bamboo Cutting Board Set,Home & Kitchen,6,2025-03-28 06:55:28,24.0,CUST-10489,Germany
INV-504370,PROD-104,Organic Lavender Candle,Home Decor,3,2025-07-23 13:35:10,12.0,CUST-10049,United Kingdom
INV-501934,PROD-105,Noise-Cancelling Headphones,Electronics,1,2025-08-07 04:04:39,89.99,CUST-10815,United States
INV-502700,PROD-103,Stainless Steel Water Bottle,Sports & Outdoors,1,2025-08-29 09:29:33,18.25,CUST-10200,United Kingdom
INV-500143,PROD-105,Noise-Cancelling Headphones,Electronics,2,2025-11-16 12:28:19,89.99,CUST-10174,United Kingdom
INV-502804,PROD-110,Smart LED Desk Lamp,Electronics,1,2025-09-15 13:17:45,45.0,CUST-10141,United Kingdom
INV-501886,PROD-105,Noise-Cancelling Headphones,Electronics,5,2025-04-19 10:36:22,89.99,CUST-10189,United Kingdom
INV-502594,PROD-104,Organic Lavender Candle,Home Decor,3,2025-09-13 10:51:49,12.0,CUST-11157,United Kingdom
INV-500783,PROD-106,Leather Executive Notebook,Stationery,1,2025-10-09 01:09:34,22.5,CUST-10857,United Kingdom
INV-504273,PROD-105,Noise-Cancelling Headphones,Electronics,1,2025-08-08 04:44:21,89.99,CUST-10780,Germany
INV-502829,PROD-108,Aroma Essential Oil Diffuser,Health & Wellness,4,2025-03-24 18:15:49,34.5,CUST-10868,United Kingdom
INV-502198,PROD-102,Wireless Ergonomic Mouse,Electronics,2,2025-04-17 18:12:04,28.99,CUST-11120,United Kingdom
INV-500610,PROD-106,Leather Executive Notebook,Stationery,1,2025-03-10 17:15:08,22.5,CUST-11064,United Kingdom
INV-503518,PROD-102,Wireless Ergonomic Mouse,Electronics,5,2025-04-07 21:53:32,28.99,CUST-10328,United Kingdom
INV-500540,PROD-112,Minimalist Cotton Tote Bag,Fashion Accessories,3,2025-07-31 20:43:41,9.99,CUST-10964,United Kingdom
INV-502197,PROD-106,Leather Executive Notebook,Stationery,1,2025-10-13 07:54:41,22.5,CUST-10774,United Kingdom
C502309,PROD-104,Organic Lavender Candle,Home Decor,-2,2025-08-25 14:25:38,12.0,CUST-10094,United Kingdom
INV-500412,PROD-101,Vintage Ceramic Teapot,Home & Kitchen,2,2025-01-08 08:41:16,14.5,CUST-10693,Spain
INV-501783,PROD-106,Leather Executive Notebook,Stationery,1,2025-10-21 18:00:50,22.5,CUST-10481,Germany
INV-501727,PROD-103,Stainless Steel Water Bottle,Sports & Outdoors,2,2025-07-08 08:30:01,18.25,CUST-10010,Australia
INV-501427,PROD-107,Bamboo Cutting Board Set,Home & Kitchen,2,2025-03-22 13:58:44,24.0,CUST-10772,United Kingdom
INV-503510,PROD-103,Stainless Steel Water Bottle,Sports & Outdoors,2,2025-04-18 05:54:24,18.25,CUST-10470,United Kingdom
INV-501637,PROD-110,Smart LED Desk Lamp,Electronics,1,2025-11-17 22:03:46,45.0,CUST-10430,United Kingdom
INV-500179,PROD-104,Organic Lavender Candle,Home Decor,3,2025-03-08 12:51:52,12.0,CUST-11066,United States
INV-503396,PROD-109,Insulated Lunch Cooler Bag,Travel & Outdoors,2,2025-06-23 11:54:12,16.75,CUST-10003,United States
INV-501642,PROD-107,Bamboo Cutting Board Set,Home & Kitchen,4,2025-12-12 13:18:27,24.0,CUST-10336,United Kingdom
INV-501294,PROD-104,Organic Lavender Candle,Home Decor,2,2025-12-17 05:50:58,12.0,CUST-10374,United Kingdom
INV-501582,PROD-102,Wireless Ergonomic Mouse,Electronics,1,2025-11-24 22:40:57,28.99,CUST-11118,United Kingdom
INV-503536,PROD-105,Noise-Cancelling Headphones,Electronics,1,2025-02-12 10:22:32,89.99,CUST-10029,Australia
INV-500363,PROD-108,Aroma Essential Oil Diffuser,Health & Wellness,1,2025-07-06 01:23:41,34.5,CUST-10897,United Kingdom
INV-502116,PROD-102,Wireless Ergonomic Mouse,Electronics,1,2025-10-29 06:16:54,28.99,CUST-11111,Germany
INV-502355,PROD-109,Insulated Lunch Cooler Bag,Travel & Outdoors,1,2025-07-19 16:25:31,16.75,CUST-10841,United Kingdom
INV-502561,PROD-105,Noise-Cancelling Headphones,Electronics,2,2025-02-08 11:55:50,89.99,CUST-10219,United Kingdom
INV-503116,PROD-106,Leather Executive Notebook,Stationery,1,2025-08-08 12:03:40,22.5,CUST-10127,United Kingdom
INV-502542,PROD-107,Bamboo Cutting Board Set,Home & Kitchen,1,2025-11-03 00:43:51,24.0,CUST-11194,United Kingdom
INV-504020,PROD-109,Insulated Lunch Cooler Bag,Travel & Outdoors,2,2025-01-04 01:45:45,16.75,CUST-10224,United Kingdom
INV-500883,PROD-107,Bamboo Cutting Board Set,Home & Kitchen,3,2025-05-01 13:14:34,24.0,CUST-10407,United Kingdom
INV-501172,PROD-104,Organic Lavender Candle,Home Decor,4,2025-12-02 07:27:24,12.0,CUST-10676,France
INV-501784,PROD-105,Noise-Cancelling Headphones,Electronics,3,2025-03-18 19:57:16,89.99,CUST-10157,Germany
INV-503968,PROD-112,Minimalist Cotton Tote Bag,Fashion Accessories,1,2025-06-28 23:21:36,9.99,CUST-10708,Germany
INV-502162,PROD-103,Stainless Steel Water Bottle,Sports & Outdoors,3,2025-05-13 01:29:22,18.25,CUST-10406,United Kingdom
INV-502675,PROD-101,Vintage Ceramic Teapot,Home & Kitchen,4,2025-11-07 02:14:57,14.5,CUST-10029,United Kingdom
INV-504332,PROD-103,Stainless Steel Water Bottle,Sports & Outdoors,2,2025-08-17 01:33:19,18.25,CUST-10195,Spain
