CustomerID,Recency_Days,Frequency_Orders,Monetary_Spend,Country,R_Score,F_Score,M_Score,RFM_Score,Customer_Segment
CUST-11175,4,15,1259.88,United Kingdom,5,5,5,555,Champions
CUST-11176,21,12,1333.35,United Kingdom,3,3,5,335,Loyal Customers
CUST-11177,32,18,2564.75,United Kingdom,2,5,5,255,Need Attention
CUST-11178,1,8,868.96,Germany,5,1,3,513,Recent Customers
CUST-11179,51,12,648.43,United Kingdom,1,3,2,132,At Risk
CUST-11180,9,10,308.24,Germany,4,2,1,421,Recent Customers
CUST-11181,16,14,1534.67,United Kingdom,4,4,5,445,Champions
CUST-11182,27,7,400.64,United Kingdom,3,1,1,311,Promising
CUST-11183,24,8,475.71,United Kingdom,3,1,1,311,Promising
CUST-11184,15,17,888.89,United Kingdom,4,5,3,453,Champions
CUST-11185,26,9,416.96,Spain,3,2,1,321,Promising
CUST-11186,24,11,861.49,United Kingdom,3,3,3,333,Loyal Customers
CUST-11187,3,13,715.48,France,5,4,3,543,Champions
CUST-11188,46,12,872.22,United Kingdom,2,3,3,233,Need Attention
CUST-11189,33,11,875.39,Germany,2,3,3,233,Need Attention
CUST-11190,43,11,587.48,United Kingdom,2,3,2,232,Need Attention
CUST-11191,6,10,993.65,France,5,2,4,524,Recent Customers
CUST-11192,34,15,960.14,Netherlands,2,5,4,254,Need Attention
CUST-11193,5,17,933.95,Australia,5,5,4,554,Champions
CUST-11194,11,14,858.59,United Kingdom,4,4,3,443,Champions
CUST-11195,33,8,972.69,United States,2,1,4,214,About To Sleep
CUST-11196,5,10,414.23,United Kingdom,5,2,1,521,Recent Customers
CUST-11197,42,14,735.45,France,2,4,3,243,Need Attention
CUST-11198,8,10,427.17,Germany,5,2,1,521,Recent Customers
CUST-11199,15,7,199.21,United Kingdom,4,1,1,411,Recent Customers
